date,state,confirmed,new conf,% of conf,% of new conf,% of infected,recovered,new rec,% of rec,dead,new dead,% of dead,other,tested,% of tested,first dose,second dose,% of first dose,% of second dose
6/30/2021,Tamil Nadu,2479696,4506,7.55124283419488,0.013721803080249,3.14682233502538,2408886,5537,97.1444080242094,32619,113,1.31544350597815,0,32838250,41.6729060913706,13073449,2569324,16.590671319797,3.26056345177665
7/1/2021,Tamil Nadu,2484177,4481,7.52737478419427,0.013578004469076,3.15250888324873,2413930,5044,97.1722224302053,32721,102,1.31717667460893,0,33001904,41.8805888324873,13262371,2599021,16.8304200507614,3.29825
7/2/2021,Tamil Nadu,2488407,4230,7.50362892494263,0.012755288967001,3.1578769035533,2418882,4952,97.2060438666183,32818,97,1.31883570493091,0,33162714,42.0846624365482,13526547,2648165,17.1656687817259,3.3606154822335
7/3/2021,Tamil Nadu,2492420,4013,7.47959931948316,0.012042766495649,3.16296954314721,2423606,4724,97.2390688567737,32933,115,1.32132626122403,0,33322908,42.2879543147208,13926336,2714557,17.6730152284264,3.4448692893401
7/4/2021,Tamil Nadu,2496287,3867,7.45589869554396,0.011549938070289,3.1678769035533,2427988,4382,97.2639764578352,33005,72,1.32216367749381,0,33480699,42.4881967005076,14015593,2732378,17.7862855329949,3.4674847715736
7/5/2021,Tamil Nadu,2500002,3715,7.43250326212307,0.011044691011762,3.17259137055838,2432017,4029,97.2806021755183,33059,54,1.32235894211285,0,33636070,42.6853680203046,14154348,2767357,17.9623705583756,3.51187436548223
7/6/2021,Tamil Nadu,2503481,3479,7.40905891955657,0.010296110088767,3.17700634517766,2435872,3855,97.2994003150014,33132,73,1.3234372459787,0,33789460,42.8800253807107,14225382,2792816,18.0525152284264,3.54418274111675
7/7/2021,Tamil Nadu,2506848,3367,7.38583290730374,0.009920066712817,3.18127918781726,2439576,3704,97.3164707233945,33196,64,1.32421271652689,0,33941304,43.0727208121827,14280590,2814007,18.122576142132,3.57107487309645
7/8/2021,Tamil Nadu,2510059,3211,7.36172591401818,0.009417508476857,3.18535406091371,2443141,3565,97.3340068898779,33253,57,1.32478957665935,0,34096067,43.2691205583756,14363683,2879848,18.2280241116751,3.65462944162437
7/9/2021,Tamil Nadu,2513098,3039,7.33800560843535,0.008873589109551,3.18921065989848,2446552,3411,97.3520332275144,33322,69,1.32593317093086,0,34247698,43.4615456852792,14418168,2918241,18.2971675126904,3.70335152284264
7/10/2021,Tamil Nadu,2516011,2913,7.31438733116442,0.008468488530329,3.19290736040609,2449873,3321,97.3713151492581,33371,49,1.32634555254329,0,34398110,43.652423857868,14464842,2940208,18.3563984771574,3.73122842639594
7/11/2021,Tamil Nadu,2518786,2775,7.29104588127722,0.008032700007283,3.19642893401015,2453061,3188,97.3906080151311,33418,47,1.32675026778774,0,34546292,43.8404720812183,14521761,2968689,18.4286307106599,3.76737182741117
7/12/2021,Tamil Nadu,2521438,2652,7.26916657381182,0.007645569612955,3.19979441624365,2456165,3104,97.4112788020169,33454,36,1.32678257407083,0,34686755,44.0187246192893,14781129,3066750,18.7577779187817,3.89181472081218
7/13/2021,Tamil Nadu,2523943,2505,7.24711054421832,0.007192718660155,3.20297335025381,2459223,3058,97.4357582560304,33502,48,1.32736753563769,0,34826887,44.196557106599,15160088,3143822,19.23869035533,3.98962182741117
7/14/2021,Tamil Nadu,2526401,2458,7.22380322280886,0.007028222487904,3.20609263959391,2462244,3021,97.4605377372792,33557,55,1.32825311579595,0,34973281,44.3823362944162,15323595,3226031,19.4461865482234,4.09394796954315
7/15/2021,Tamil Nadu,2528806,2405,7.20048373650688,0.006847960415429,3.20914467005076,2465250,3006,97.4867190286641,33606,49,1.32892756502476,0,35119946,44.5684593908629,15444736,3287279,19.5999187817259,4.17167385786802
7/16/2021,Tamil Nadu,2531118,2312,7.17666451442927,0.006555383177458,3.21207868020305,2468236,2986,97.5156432849041,33652,46,1.3295310609778,0,35268724,44.7572639593909,15657545,3374362,19.869980964467,4.28218527918782
7/17/2021,Tamil Nadu,2533323,2205,7.15334194109775,0.006226256572936,3.2148769035533,2471038,2802,97.5413715503313,33695,43,1.33007121476417,0,35414538,44.942307106599,15926560,3458016,20.2113705583756,4.38834517766497
7/18/2021,Tamil Nadu,2535402,2079,7.13033453234264,0.005846790959674,3.2175152284264,2473781,2743,97.5695767377323,33724,29,1.33012437475398,0,35557967,45.1243236040609,16014736,3483035,20.323269035533,4.42009517766498
7/19/2021,Tamil Nadu,2537373,1971,7.1088900566263,0.005522097973617,3.22001649746193,2476339,2558,97.5945988232712,33752,28,1.33019465407727,0,35692956,45.2956294416244,16214280,3536983,20.5764974619289,4.48855710659899
7/20/2021,Tamil Nadu,2539277,1904,7.08762333394126,0.005314439829851,3.22243274111675,2478778,2439,97.6174714298598,33782,30,1.33037868653164,0,35826918,45.4656319796954,16353113,3568532,20.7526814720812,4.52859390862944
7/21/2021,Tamil Nadu,2541168,1891,7.06504746447178,0.005257426803468,3.22483248730964,2481201,2423,97.6401796339321,33809,27,1.33045119409657,0,35968166,45.6448807106599,16490501,3604425,20.9270317258883,4.57414340101523
7/22/2021,Tamil Nadu,2543040,1872,7.04175002595964,0.005183621196913,3.22720812182741,2483676,2475,97.6656285390714,33838,29,1.33061218069712,0,36113750,45.8296319796954,16742583,3659605,21.2469327411168,4.64416878172589
7/23/2021,Tamil Nadu,2544870,1830,7.0205715737902,0.005048448832371,3.22953045685279,2486192,2516,97.6942633611933,33862,24,1.33059841956564,0,36248758,46.000961928934,17004414,3723525,21.5792055837563,4.72528553299492
7/24/2021,Tamil Nadu,2546689,1819,6.99822173447609,0.004998555118042,3.23183883248731,2488775,2583,97.7259099952919,33889,27,1.33070822546451,0,36390516,46.1808578680203,17247095,3783423,21.8871763959391,4.80129822335025
7/25/2021,Tamil Nadu,2548497,1808,6.9755453269334,0.004948715243179,3.23413324873096,2491222,2447,97.7525969228137,33911,22,1.33062742471347,0,36534735,46.3638769035533,17331932,3803839,21.9948375634518,4.82720685279188
7/26/2021,Tamil Nadu,2550282,1785,6.95429789032387,0.004867470238283,3.23639847715736,2493583,2361,97.7767556685888,33937,26,1.33071558360997,0,36672027,46.5381053299492,17581627,3852790,22.3117093908629,4.88932741116751
7/27/2021,Tamil Nadu,2552049,1767,6.93202672570945,0.004799630110679,3.23864086294416,2495895,2312,97.7996503985621,33966,29,1.33093055815151,0,36815337,46.7199708121827,17833698,3896575,22.6315964467005,4.9448921319797
7/28/2021,Tamil Nadu,2553805,1756,6.90752732914641,0.004749625750588,3.2408692893401,2498289,2394,97.826145692408,33995,29,1.33115096884844,0,36971334,46.9179365482234,18046306,3938716,22.9014035532995,4.99837055837563
7/29/2021,Tamil Nadu,2555664,1859,6.88331156024788,0.005006947779716,3.24322842639594,2500434,2145,97.8389177920102,34023,28,1.33127829010386,0,37128408,47.117269035533,18311781,4016258,23.2383007614213,5.09677411167513
7/30/2021,Tamil Nadu,2557611,1947,6.85957833568024,0.005221903964117,3.24569923857868,2502627,2193,97.8501812824546,34050,27,1.33132051746728,0,37285251,47.3163083756345,18560128,4105392,23.553461928934,5.2098883248731
7/31/2021,Tamil Nadu,2559597,1986,6.83540801045811,0.005303616275832,3.24821954314721,2504805,2178,97.8593505149443,34076,26,1.33130332626581,0,37446148,47.5204923857868,18965422,4211196,24.0677944162437,5.34415736040609
8/1/2021,Tamil Nadu,2561587,1990,6.81186287046274,0.005291878476984,3.25074492385787,2506961,2156,97.8674938622034,34102,26,1.33128408287519,0,37604794,47.7218197969543,19066215,4241105,24.1957043147208,5.38211294416244
8/2/2021,Tamil Nadu,2563544,1957,6.79082434583312,0.005184090167672,3.25322842639594,2509029,2068,97.8734517527298,34130,28,1.33136002346751,0,37750115,47.9062373096447,19338030,4302608,24.5406472081218,5.46016243654822
8/3/2021,Tamil Nadu,2565452,1908,6.76977071277216,0.005034872030336,3.25564974619289,2511076,2047,97.8804514759972,34159,29,1.3315002580442,0,37895700,48.0909898477157,19560373,4356889,24.8228083756345,5.52904695431472
8/4/2021,Tamil Nadu,2567401,1949,6.74702616803936,0.005121893308256,3.2581230964467,2513087,2011,97.8844753897034,34197,38,1.33196956766785,0,38052335,48.2897652284264,19764021,4438905,25.0812449238579,5.63312817258883
8/5/2021,Tamil Nadu,2569398,1997,6.72421324759497,0.005226225697789,3.26065736040609,2515030,1943,97.8840179684113,34230,33,1.3322186753473,0,38211132,48.4912842639594,20013057,4498755,25.3972804568528,5.70907994923858
8/6/2021,Tamil Nadu,2571383,1985,6.70126027735124,0.005173092320569,3.26317639593909,2516938,1908,97.8826569204199,34260,30,1.3323569456592,0,38371633,48.6949657360406,20257346,4563660,25.7072918781726,5.79144670050761
8/7/2021,Tamil Nadu,2573352,1969,6.67762099956099,0.005109380973973,3.26567512690355,2518777,1839,97.879225228418,34289,29,1.33246442771918,0,38536958,48.904769035533,20519815,4619879,26.0403743654822,5.86279060913706
8/8/2021,Tamil Nadu,2575308,1956,6.65502637181354,0.005054630973564,3.26815736040609,2520584,1807,97.8750502852475,34317,28,1.33253964186031,0,38697187,49.1081053299492,20642170,4642265,26.1956472081218,5.89119923857868
8/9/2021,Tamil Nadu,2577237,1929,6.63349213213288,0.004965009552045,3.27060532994924,2522470,1886,97.8749723056126,34340,23,1.33243469653742,0,38851889,49.3044276649746,20857302,4689811,26.4686573604061,5.95153680203046
8/10/2021,Tamil Nadu,2579130,1893,6.61268638009359,0.004853503048515,3.2730076142132,2524400,1930,97.8779666011407,34367,27,1.3325035961739,0,39002757,49.4958845177665,21024528,4734496,26.6808730964467,6.00824365482234
8/11/2021,Tamil Nadu,2581094,1964,6.59021546181353,0.005014611310941,3.2755,2526317,1917,97.8777603605293,34395,28,1.33257448198322,0,39165548,49.7024720812183,21146162,4763657,26.835230964467,6.04525
8/12/2021,Tamil Nadu,2583036,1942,6.56825257622957,0.004938199275209,3.27796446700508,2528209,1892,97.8774202140427,34428,33,1.33285018094986,0,39326076,49.9061878172589,21253260,4789216,26.9711421319797,6.07768527918782
8/13/2021,Tamil Nadu,2584969,1933,6.54660529752082,0.004895450599256,3.28041751269036,2530096,1887,97.8772279280719,34462,34,1.33316879235302,0,39485640,50.1086802030457,21444115,4838557,27.2133439086294,6.14030076142132
8/14/2021,Tamil Nadu,2586885,1916,6.52496726903679,0.004832776597133,3.28284898477157,2531962,1866,97.876867352047,34496,34,1.33349569076322,0,39645946,50.312114213198,21751355,4899529,27.6032423857868,6.21767639593909
8/15/2021,Tamil Nadu,2588781,1896,6.50111079455242,0.004761355273571,3.28525507614213,2533804,1842,97.8763363915295,34519,23,1.33340749951425,0,39820595,50.53375,21860307,4919900,27.7415063451777,6.24352791878173
8/16/2021,Tamil Nadu,2590632,1851,6.48336094721469,0.004632344969604,3.28760406091371,2535715,1911,97.8801697809647,34547,28,1.33353560057932,0,39958164,50.7083299492386,22145445,4979701,28.1033565989848,6.31941751269036
8/17/2021,Tamil Nadu,2592436,1804,6.46349507371035,0.00449775620805,3.28989340101523,2537632,1917,97.8860037431975,34579,32,1.33384199262778,0,40108888,50.8996040609137,22351866,5037828,28.3653121827411,6.39318274111675
8/18/2021,Tamil Nadu,2594233,1797,6.44270196956869,0.004462797073091,3.29217385786802,2539540,1908,97.8917468091725,34610,31,1.33411301143729,0,40266227,51.0992728426396,22546418,5099903,28.6122055837563,6.47195812182741
8/19/2021,Tamil Nadu,2595935,1702,6.42106786318529,0.004209911844149,3.29433375634518,2541432,1892,97.9004482007446,34639,29,1.33435544418485,0,40428400,51.305076142132,22725149,5163617,28.8390215736041,6.55281345177665
8/20/2021,Tamil Nadu,2597603,1668,6.39936457753292,0.004109226896999,3.29645050761421,2543319,1887,97.9102272364176,34663,24,1.33442254262872,0,40591577,51.5121535532995,22819618,5215511,28.9589060913706,6.61866878172589
8/21/2021,Tamil Nadu,2599255,1652,6.37841622211496,0.004053909138939,3.29854695431472,2545178,1859,97.9195192468611,34686,23,1.33445929699087,0,40750790,51.7142005076142,23051879,5351394,29.2536535532995,6.79110913705584
8/22/2021,Tamil Nadu,2600885,1630,6.35813757931308,0.003984706841817,3.3006154822335,2547005,1827,97.9283974493298,34709,23,1.33450729270998,0,40906397,51.911671319797,23201583,5420622,29.443633248731,6.87896192893401
8/23/2021,Tamil Nadu,2602489,1604,6.33834123264879,0.003906529225356,3.30265101522843,2548868,1863,97.9396262577863,34734,25,1.334645410605,0,41059465,52.1059200507614,23488856,5552882,29.808192893401,7.04680456852792
8/24/2021,Tamil Nadu,2604074,1585,6.31897656066035,0.00384611875417,3.30466243654822,2550710,1842,97.9507494794695,34761,27,1.33486990001052,0,41210376,52.2974314720812,23757677,5656347,30.1493362944162,7.17810532994924
8/25/2021,Tamil Nadu,2605647,1573,6.29879919098538,0.00380251474103,3.30665862944162,2552507,1797,97.960583302343,34788,27,1.3351002649246,0,41367361,52.4966510152284,24033337,5757196,30.4991586294416,7.30608629441624
8/26/2021,Tamil Nadu,2607206,1559,6.27814708977055,0.003754069035186,3.30863705583756,2554323,1816,97.9716600836298,34814,26,1.335299167001,0,41528272,52.7008527918782,24389276,5905023,30.9508578680203,7.49368401015228
8/27/2021,Tamil Nadu,2608748,1542,6.25737708445174,0.003698661374815,3.31059390862944,2556116,1793,97.9824804848916,34835,21,1.33531487134825,0,41690759,52.9070545685279,24728772,6045765,31.3816903553299,7.67229060913706
8/28/2021,Tamil Nadu,2610299,1551,6.23667913708297,0.003705739971404,3.31256218274112,2557884,1768,97.9919924882169,34856,21,1.33532595308047,0,41853989,53.1141992385787,24728772,6045765,31.3816903553299,7.67229060913706
8/29/2021,Tamil Nadu,2611837,1538,6.21629688697127,0.003660513505308,3.31451395939086,2559637,1753,98.0014066727748,34878,22,1.33538195530579,0,42015963,53.31975,25320506,6281760,32.1326218274112,7.97177664974619
8/30/2021,Tamil Nadu,2613360,1523,6.1976557874965,0.003611836778843,3.31644670050761,2561376,1739,98.0108366241161,34899,21,1.33540729176233,0,42166911,53.5113083756345,25725153,6407270,32.646133248731,8.13105329949239
8/31/2021,Tamil Nadu,2614872,1512,6.1791123349792,0.00357295418303,3.3183654822335,2563101,1725,98.020132534212,34921,22,1.33547645926837,0,42317923,53.7029479695431,26131095,6516016,33.161288071066,8.26905583756345
9/1/2021,Tamil Nadu,2616381,1509,6.16015613439249,0.003552875367463,3.32028045685279,2564820,1719,98.0293007784417,34941,20,1.33547063673066,0,42472641,53.8992906091371,26551039,6610027,33.694211928934,8.38835913705584
9/2/2021,Tamil Nadu,2617943,1562,6.14062564063976,0.00366381439576,3.32226269035533,2566504,1684,98.0351367466748,34961,20,1.3354377845507,0,42633164,54.103,26963346,6704744,34.2174441624365,8.50855837563452
9/3/2021,Tamil Nadu,2619511,1568,6.12122436311376,0.003664073104241,3.32425253807107,2568161,1657,98.0397104650448,34980,19,1.33536373773578,0,42793906,54.3069873096447,27364627,6804356,34.7266840101523,8.63496954314721
9/4/2021,Tamil Nadu,2621086,1575,6.10191512135091,0.003666616172124,3.32625126903553,2569771,1610,98.0422237194812,35000,20,1.33532436554924,0,42955137,54.511595177665,27796558,6946180,35.2748197969543,8.81494923857868
9/5/2021,Tamil Nadu,2622678,1592,6.0826644441381,0.003692257225274,3.32827157360406,2571378,1607,98.043984049891,35018,18,1.33520012750326,0,43117256,54.7173299492386,28071442,7028034,35.6236573604061,8.91882487309645
9/6/2021,Tamil Nadu,2624234,1556,6.06438700095314,0.003595786874754,3.3302461928934,2572942,1564,98.0454486909323,35036,18,1.33509435515278,0,43272865,54.9148032994924,28428563,7144838,36.0768565989848,9.06705329949239
9/7/2021,Tamil Nadu,2625778,1544,6.04626845652265,0.003555303798292,3.33220558375635,2574518,1576,98.0478166851882,35055,19,1.33503289310825,0,43428075,55.1117703045685,28765649,7250574,36.5046307106599,9.20123604060914
9/8/2021,Tamil Nadu,2627365,1587,6.0276732481305,0.003640878768189,3.33421954314721,2576112,1594,98.0492622836949,35073,18,1.33491159393537,0,43588378,55.3152005076142,29020727,7344888,36.8283337563452,9.32092385786802
9/9/2021,Tamil Nadu,2628961,1596,6.00924971884226,0.003648118991218,3.33624492385787,2577646,1534,98.0480881991022,35094,21,1.33489998520328,0,43748573,55.5184936548223,29231306,7433396,37.0955659898477,9.43324365482233
9/10/2021,Tamil Nadu,2630592,1631,5.99131295697679,0.003714689101476,3.33831472081218,2579169,1523,98.0451928691336,35119,25,1.3350226869085,0,43906770,55.7192512690355,29337821,7483661,37.2307373096447,9.49703172588833
9/11/2021,Tamil Nadu,2632231,1639,5.97346539040285,0.003719472103653,3.34039467005076,2580686,1517,98.0417752089387,35146,27,1.33521715989212,0,44065393,55.9205494923858,29465249,7568946,37.3924479695431,9.6052614213198
9/12/2021,Tamil Nadu,2633839,1608,5.95605501433701,0.003636264958889,3.34243527918782,2582198,1512,98.0393258661596,35168,22,1.33523727152647,0,44221200,56.1182741116751,31100538,7991867,39.4676878172589,10.1419631979695
9/13/2021,Tamil Nadu,2635419,1580,5.9390013030824,0.003560580711784,3.34444035532995,2583707,1509,98.0378072708742,35190,22,1.33527154505602,0,44374784,56.3131776649746,31579196,8126861,40.0751218274112,10.3132753807107
9/14/2021,Tamil Nadu,2637010,1591,5.92226123967707,0.003573106523042,3.34645939086294,2585244,1537,98.0369433563013,35217,27,1.3354898161175,0,44527080,56.5064467005076,31958019,8278912,40.5558616751269,10.5062335025381
9/15/2021,Tamil Nadu,2638668,1658,5.90599093688994,0.00371101365286,3.34856345177665,2586786,1542,98.0337806802523,35246,29,1.33574970401733,0,44677820,56.6977411167513,32206810,8385887,40.8715862944162,10.6419885786802
9/16/2021,Tamil Nadu,2640361,1693,5.88951649018712,0.003776359148574,3.35071192893401,2588334,1548,98.0295497471747,35271,25,1.33584006126435,0,44831541,56.8928185279188,32408264,8489999,41.1272385786802,10.7741104060914
9/17/2021,Tamil Nadu,2642030,1669,5.87269880676873,0.003709849739972,3.35282994923858,2589899,1565,98.0268581356003,35288,17,1.3356396407308,0,44988345,57.0918083756345,32639588,8643587,41.4207969543147,10.969019035533
9/18/2021,Tamil Nadu,2643683,1653,5.8560441001477,0.00366157398506,3.35492766497462,2591480,1581,98.0253683970431,35310,22,1.33563668563894,0,45144520,57.29,32769868,8767996,41.5861269035533,11.1268984771574
9/19/2021,Tamil Nadu,2645380,1697,5.83951434581338,0.003746023575004,3.35708121827411,2593074,1594,98.0227415342975,35337,27,1.33580052771246,0,45301370,57.4890482233503,33726820,9276680,42.8005329949239,11.7724365482234
9/20/2021,Tamil Nadu,2647041,1661,5.8235083227579,0.003654211371906,3.35918908629442,2594697,1623,98.0225466851477,35360,23,1.33583121681908,0,45454404,57.6832538071066,33850889,9359425,42.957980964467,11.877442893401
9/21/2021,Tamil Nadu,2648688,1647,5.8079451391739,0.003611480719594,3.36127918781726,2596316,1619,98.0227191726621,35379,19,1.33571791015023,0,45604563,57.8738109137056,33929171,9430672,43.0573236040609,11.9678578680203
9/22/2021,Tamil Nadu,2650370,1682,5.79235260493267,0.003675991307439,3.36341370558376,2597943,1627,98.0218988292201,35400,21,1.33566256786788,0,45756365,58.0664530456853,34015521,9492744,43.166904822335,12.0466294416244
9/23/2021,Tamil Nadu,2652115,1745,5.77596181165858,0.003800383226724,3.36562817258883,2599567,1624,98.0186379549906,35427,27,1.33580180346629,0,45916422,58.2695710659899,34118728,9580398,43.2978781725888,12.1578654822335
9/24/2021,Tamil Nadu,2653848,1733,5.75990661384757,0.003761299879193,3.36782741116751,2601198,1631,98.0160883366342,35454,27,1.33594689673259,0,46074497,58.470173857868,34221002,9702501,43.4276675126904,12.3128185279188
9/25/2021,Tamil Nadu,2655572,1724,5.74413866612885,0.003729100570576,3.3700152284264,2602833,1635,98.01402485039,35476,22,1.33590804542298,0,46230987,58.6687652284264,34320092,9832376,43.5534162436548,12.4776345177665
9/26/2021,Tamil Nadu,2657266,1694,5.72856618317263,0.003651945689402,3.37216497461929,2604491,1658,98.0139361283364,35490,14,1.3355832649046,0,46386232,58.8657766497462,35449125,10700326,44.9861992385787,13.5790939086294
9/27/2021,Tamil Nadu,2658923,1657,5.71343117658061,0.003560522609942,3.37426776649746,2606153,1662,98.0153618589181,35509,19,1.33546552495127,0,46538112,59.0585177664975,35590465,10817810,45.1655647208122,13.7281852791878
9/28/2021,Tamil Nadu,2660553,1630,5.69847777531918,0.003491198549238,3.37633629441624,2607796,1643,98.0170663768021,35526,17,1.33528631077825,0,46688837,59.2497931472081,35714117,10932685,45.3224835025381,13.8739657360406
9/29/2021,Tamil Nadu,2662177,1624,5.68349216484917,0.003467083997689,3.37839720812183,2609435,1639,98.0188394686003,35550,24,1.33537326781803,0,46840515,59.4422779187817,35834757,11036819,45.4755799492386,14.0061154822335
9/30/2021,Tamil Nadu,2663789,1612,5.66837884844572,0.00343023666803,3.38044289340102,2611061,1626,98.0205639410629,35578,28,1.33561629693643,0,46993842,59.6368553299492,36011832,11195278,45.7002944162437,14.2072055837563
